Symbol,Company Name,Industry,Prior Close,5 Day Chg,4 Week Chg,52 Week Chg,Mkt Cap
,Austerlitz Acquisition Corp I,Holding Companies,9.80,0.10%,0.00%,-1.00%,$676.200M
ASZ,Austerlitz Acquisition II Corp,Holding Companies,9.78,0.00%,0.00%,1.00%,$1.350B
,Austin Gold Corp,Metals & Mining,1.81,9.71%,19.00%,0.00%,$24.021M
ANZBY,Australia and New Zeal Bnk Grp Ltd (ADR),Banking Services,17.18,3.80%,15.00%,-21.00%,$49.697B
AEAC,Authentic Equity Acquisition Corp,Holding Companies,9.90,0.20%,1.00%,2.00%,$227.695M
AUID,authID Inc,Software & IT Services,2.83,-3.37%,-7.00%,0.00%,$69.825M
FLES,Auto Parts 4Less Group Inc,Software & IT Services,7.00,-15.88%,2.00%,-66.00%,$9.274B
ADSK,Autodesk Inc,Software & IT Services,227.26,3.61%,32.00%,-32.00%,$49.377B
ATHM,Autohome Inc (ADR),Media & Publishing,36.01,-10.64%,5.00%,-9.00%,$18.343B
ALV,Autoliv Inc,Automobiles & Auto Parts,84.34,-2.17%,12.00%,-15.00%,$7.345B
AUTL,Autolus Therapeutics PLC,Biotechnology & Medical Research,3.46,21.15%,16.00%,-45.00%,$314.538M
ADP,Automatic Data Processing Inc,Software & IT Services,250.23,3.34%,20.00%,17.00%,$103.975B
AN,AutoNation Inc,Other Specialty Retailers,123.84,2.64%,8.00%,6.00%,$6.933B
AATC,Autoscope Technologies Corp,"Machinery, Equipment & Components",5.02,0.10%,-1.00%,-24.00%,$27.063M
AUTO,Autoweb Inc,Media & Publishing,0.39,0.79%,1.00%,-85.00%,$5.438M
AZO,Autozone Inc,Other Specialty Retailers,"2,230.83",3.50%,0.00%,38.00%,$43.474B
AVDL,Avadel Pharmaceuticals PLC (ADR),Pharmaceuticals,6.86,52.24%,62.00%,-12.00%,$171.239M
AVLR,Avalara Inc,Software & IT Services,91.65,-0.74%,9.00%,-44.00%,$8.090B
AVTX,Avalo Therapeutics Inc,Biotechnology & Medical Research,5.45,45.21%,14.00%,-85.00%,$51.306M
,Avalon Acquisition Inc,Holding Companies,10.03,0.10%,0.00%,0.00%,$209.176M
AVCO,Avalon Globocare Corp,Biotechnology & Medical Research,0.69,5.41%,42.00%,-39.00%,$68.845M
AWX,Avalon Holdings Corp,Professional & Commercial Services  ,2.80,-12.07%,14.00%,-43.00%,$9.206M
AVB,AvalonBay Communities Inc,Residential & Commercial REITs,215.08,5.78%,11.00%,-5.00%,$30.075B
AGR,Avangrid Inc,Electrical Utilities & IPPs,49.80,0.83%,10.00%,-8.00%,$19.254B
,Avanos Medical Inc,Healthcare Equipment & Supplies,28.31,-0.18%,5.00%,-18.00%,$1.316B
AVAN,Avanti Acquisition Corp,Holding Companies,9.97,0.10%,0.00%,2.00%,$598.200M
AVTR,Avantor Inc,Healthcare Equipment & Supplies,28.53,-0.59%,-1.00%,-26.00%,$19.230B
AVYA,Avaya Holdings Corp,Communications & Networking,0.68,-19.43%,-67.00%,-97.00%,$58.369M
AVAH,Aveanna Healthcare Holdings Inc,Healthcare Providers & Services,2.12,5.94%,-2.00%,-77.00%,$391.632M
ATXI,Avenue Therapeutics Inc,Biotechnology & Medical Research,0.29,13.28%,11.00%,-83.00%,$6.457M
AVEO,Aveo Pharmaceuticals Inc,Pharmaceuticals,7.79,9.89%,14.00%,29.00%,$269.643M
AVPT,AvePoint Inc,Software & IT Services,5.40,2.45%,25.00%,-45.00%,$987.179M
AVY,Avery Dennison Corp,Containers & Packaging,198.76,2.17%,18.00%,-8.00%,$16.150B
AVNW,Aviat Networks Inc,Communications & Networking,32.03,3.73%,26.00%,-18.00%,$357.679M
CDMO,Avid Bioservices Inc,Pharmaceuticals,18.97,1.00%,13.00%,-22.00%,$1.173B
AVID,Avid Technology Inc,Software & IT Services,27.84,0.48%,3.00%,-3.00%,$1.243B
AVBH,Avidbank Holdings Inc,Banking Services,20.80,0.00%,4.00%,-10.00%,$127.795M
RNA,Avidity Biosciences Inc,Pharmaceuticals,19.02,12.15%,14.00%,-1.00%,$946.492M
AVDX,AvidXchange Holdings Inc,Software & IT Services,8.55,11.42%,37.00%,0.00%,$1.694B
AVNT,Avient Corp,Chemicals,44.97,6.57%,14.00%,-8.00%,$4.089B
AVGR,Avinger Inc,Healthcare Equipment & Supplies,1.71,3.03%,17.00%,-91.00%,$9.713M
ASM,Avino Silver & Gold Mines Ltd,Metals & Mining,0.63,9.33%,25.00%,-38.00%,$56.348M
CAR,Avis Budget Group Inc,Passenger Transportation Services,186.89,2.96%,23.00%,109.00%,$8.983B
AVA,Avista Corp,Multiline Utilities,42.95,2.71%,2.00%,3.00%,$3.134B
AHPA,Avista Public Acquisition Corp II,Holding Companies,10.12,0.00%,0.00%,0.00%,$232.760M
RCEL,AVITA Medical Inc,Biotechnology & Medical Research,7.89,6.57%,38.00%,-56.00%,$196.903M
AVT,Avnet Inc,Electronic Equipment & Parts,43.50,-3.55%,8.00%,11.00%,$4.249B
AVRO,Avrobio Inc,Biotechnology & Medical Research,1.04,9.83%,10.00%,-83.00%,$45.525M
AVVH,avVaa World Health Care Products Inc,Healthcare Providers & Services,0.00,-8.54%,4.00%,-84.00%,$6.778M
AWRE,Aware Inc,Software & IT Services,2.24,4.69%,-3.00%,-45.00%,$48.686M
AWCA,Awaysis Capital Inc,Real Estate Operations,0.22,-23.38%,-44.00%,"5,985.00%",$21.971M
AXAHY,Axa SA (ADR),Insurance,25.05,4.69%,20.00%,-12.00%,$46.297B
AXTA,Axalta Coating Systems Ltd,Chemicals,26.44,2.84%,12.00%,-18.00%,$5.831B
ACLS,Axcelis Technologies Inc,Semiconductors & Semiconductor Equipment ,70.65,-2.71%,30.00%,62.00%,$2.334B
AXLA,Axcella Health Inc,Biotechnology & Medical Research,2.34,-1.26%,11.00%,-29.00%,$123.028M
AXIM,Axim Biotechnologies Inc,Biotechnology & Medical Research,0.04,7.73%,6.00%,-93.00%,$6.787M
AXAC,AXIOS Sustainable Growth Acquisition Crp,Holding Companies,10.07,0.00%,1.00%,0.00%,$177.333M
AXS,AXIS Capital Holdings Ltd,Insurance,53.32,4.17%,1.00%,-2.00%,$4.514B
AXTG,Axis Technologies Group Inc,"Machinery, Equipment & Components",0.01,-15.60%,81.00%,-70.00%,$1.696M
AXGN,AxoGen Inc,Healthcare Equipment & Supplies,10.04,-4.40%,21.00%,-38.00%,$424.531M
AXON,Axon Enterprise Inc,Aerospace & Defense,124.10,8.06%,38.00%,-32.00%,$8.821B
AXNX,Axonics Inc,Healthcare Equipment & Supplies,70.08,2.31%,14.00%,9.00%,$3.299B
APMI,Axonprime Infrastruct Acquis Corp,Holding Companies,9.72,0.00%,0.00%,0.00%,$145.800M
AX,Axos Financial Inc,Banking Services,45.08,6.81%,24.00%,-10.00%,$2.690B
AXSM,Axsome Therapeutics Inc,Biotechnology & Medical Research,45.32,27.00%,10.00%,99.00%,$1.827B
AXTI,AXT Inc,Semiconductors & Semiconductor Equipment ,9.20,4.51%,55.00%,0.00%,$395.158M
AYLA,Ayala Pharmaceuticals Inc,Biotechnology & Medical Research,1.36,-13.50%,40.00%,-89.00%,$19.156M
AYRO,AYRO Inc,Automobiles & Auto Parts,1.01,6.86%,15.00%,-74.00%,$1.256M
AYTU,Aytu Biopharma Inc,Pharmaceuticals,0.29,-46.40%,-53.00%,-92.00%,$11.237M
AZEK,Azek Company Inc,Homebuilding & Construction Supplies,21.17,2.56%,14.00%,-49.00%,$3.221B
AZTA,Azenta Inc,Biotechnology & Medical Research,61.56,-11.13%,0.00%,-25.00%,$4.618B
AZYO,Aziyo Biologics Inc,Healthcare Equipment & Supplies,6.45,-0.77%,6.00%,-23.00%,$59.630M
AZUL,Azul SA (ADR),Passenger Transportation Services,8.72,23.51%,26.00%,-59.00%,$975.454M
AZRE,Azure Power Global Ltd,Electrical Utilities & IPPs,11.48,-3.42%,6.00%,-51.00%,$471.139M
AZZ,AZZ Inc,"Machinery, Equipment & Components",45.81,0.16%,8.00%,-20.00%,$1.136B
RILY,B Riley Financial Inc,Investment Banking & Investment Services,56.30,0.68%,33.00%,-16.00%,$1.593B
BRIV,B Riley Principal 250 Merger Corp,Holding Companies,9.79,-0.20%,0.00%,2.00%,$174.752M
BGS,B&G Foods Inc,Food & Tobacco,23.28,-11.93%,-5.00%,-26.00%,$1.668B
BABB,BAB Inc,Hotels & Entertainment Services,0.93,-2.13%,11.00%,19.00%,$6.756M
BW,Babcock & Wilcox Enterprises Inc,"Machinery, Equipment & Components",8.01,-8.10%,32.00%,-1.00%,$705.553M
BBLN,Babylon Holdings Ltd,Healthcare Equipment & Supplies,0.79,-17.83%,-15.00%,0.00%,$3.292M
BLZE,Backblaze Inc,Software & IT Services,7.77,17.64%,40.00%,0.00%,$97.902M
BMI,Badger Meter Inc,"Machinery, Equipment & Components",98.77,1.85%,22.00%,-5.00%,$2.891B
BAESY,BAE Systems PLC - ADR,Aerospace & Defense,38.47,0.00%,2.00%,20.00%,$30.233B
BDVB,Bagger Dave's Burger Tavern Inc,Hotels & Entertainment Services,0.14,0.07%,3.00%,-27.00%,$3.764M
BIDU,Baidu Inc (ADR),Software & IT Services,139.38,0.81%,-3.00%,-14.00%,$38.087B
BCSF,Bain Capital Specialty Finance Inc,Investment Banking & Investment Services,14.79,0.27%,5.00%,-5.00%,$954.872M
BKR,Baker Hughes Co,Oil & Gas Related Equipment and Services,25.28,-3.49%,-8.00%,0.00%,$25.577B
BKUH,Bakhu Holdings Corp,Healthcare Providers & Services,1.10,0.00%,0.00%,-78.00%,$331.375M
BKKT,Bakkt Holdings Inc,Financial Technology (Fintech) & Infrastructure,3.27,3.95%,28.00%,0.00%,$246.123M
BLNC,Balance Labs Inc,Professional & Commercial Services  ,0.74,0.00%,0.00%,44.00%,$15.930M
BCPC,Balchem Corp,Food & Tobacco,129.48,1.97%,0.00%,-1.00%,$4.159B
BCNN,Balincan USA Inc,Software & IT Services,0.32,0.00%,-37.00%,33.00%,$4.433M
BALL,Ball Corp,Containers & Packaging,57.78,-21.05%,-14.00%,-35.00%,$18.161B
BTN,Ballantyne Strong Inc,Media & Publishing,2.66,-4.61%,4.00%,-29.00%,$51.702M
BLDP,Ballard Power Systems Inc,Renewable Energy,8.65,6.95%,33.00%,-43.00%,$1.357B
BALY,Bally's Corp,Hotels & Entertainment Services,25.60,11.08%,18.00%,-47.00%,$1.226B
BSMX,Ban Sa Me SA In de Ba Mu Gr Fi Sa(ADR),Banking Services,5.11,0.37%,13.00%,-9.00%,$3.396B
BANC,Banc of California Inc,Banking Services,17.97,2.56%,1.00%,-2.00%,$1.069B
BANF,BancFirst Corp,Banking Services,113.22,1.20%,27.00%,92.00%,$3.712B
BBAR,Banco Bbva Argentina SA (ADR),Banking Services,2.81,1.88%,23.00%,-16.00%,$223.432M
BBVA,Banco Bilbao Vizcaya Argentaria SA (ADR),Banking Services,4.85,4.99%,17.00%,-30.00%,$30.975B
BBD,Banco Bradesco SA (ADR),Banking Services,3.70,10.42%,23.00%,-9.00%,$19.282B
BCH,Banco de Chile (ADR),Banking Services,19.30,4.59%,9.00%,6.00%,$5.574B
BMA,Banco Macro SA (ADR),Banking Services,13.08,-5.23%,21.00%,-14.00%,$821.646M
BSBR,Banco Santander Brasil SA (ADR),Banking Services,5.95,10.00%,18.00%,-14.00%,$22.686B
SAN,Banco Santander SA (ADR),Banking Services,2.68,7.69%,14.00%,-31.00%,$45.009B
BSAC,Banco Santander-Chile (ADR),Banking Services,16.50,6.05%,8.00%,-20.00%,$7.773B
CIB,Bancolombia SA (ADR),Banking Services,32.00,9.57%,16.00%,1.00%,$3.617B
BCTF,Bancorp 34 Inc,Banking Services,14.43,0.00%,2.00%,17.00%,$46.176M
TBBK,Bancorp Inc,Banking Services,24.54,-2.23%,21.00%,-7.00%,$1.399M
BCV,Bancroft Fund Ltd,Collective Investments ,20.26,1.69%,11.00%,-37.00%,$94.897M
BAND,Bandwidth Inc,Telecommunications Services,17.68,-15.72%,3.00%,-85.00%,$412.634M
,Bank First Corp,Banking Services,76.78,-2.47%,0.00%,6.00%,$577.770M
BKHYY,Bank Hapoalim BM (ADR),Banking Services,49.78,0.00%,9.00%,26.00%,$13.308B
BAC,Bank of America Corp,Banking Services,35.91,4.25%,9.00%,-16.00%,$288.545B
BKEAY,Bank of East Asia Ltd (ADR),Banking Services,1.28,2.40%,-2.00%,-23.00%,$3.441B
BOH,Bank of Hawaii Corp,Banking Services,82.42,2.36%,11.00%,-5.00%,$3.321B
BOID,Bank Of Idaho Holding Co,Banking Services,30.00,1.01%,-1.00%,5.00%,$77.790M
BMRC,Bank of Marin Bancorp,Banking Services,32.40,-0.86%,3.00%,-11.00%,$518.886M
BMO,Bank of Montreal,Banking Services,102.01,1.32%,10.00%,-2.00%,$65.550B
NTB,Bank of N T Butterfield & Son Ltd,Banking Services,33.87,1.51%,2.00%,-3.00%,$1.690B
BK,Bank of New York Mellon Corp,Investment Banking & Investment Services,44.37,0.64%,1.00%,-18.00%,$35.856B
BNS,Bank of Nova Scotia,Banking Services,62.40,1.82%,12.00%,-4.00%,$75.063B
BPRN,Bank Of Princeton,Banking Services,28.15,-2.80%,2.00%,-9.00%,$167.887M
BSFO,Bank of San Francisco,Banking Services,26.00,5.75%,3.00%,-12.00%,$54.470M
BKSC,Bank of South Carolina,Banking Services,17.22,1.38%,0.00%,-23.00%,$95.605M
BOTJ,Bank of the James,Banking Services,13.40,0.07%,11.00%,-8.00%,$63.529M
OZK,Bank Ozk,Banking Services,42.41,3.15%,18.00%,-5.00%,$5.156B
BSVN,Bank7 Corp,Banking Services,25.43,1.94%,19.00%,16.00%,$231.388M
BFIN,BankFinancial Corp,Banking Services,10.01,3.82%,8.00%,-12.00%,$131.662M
BFCC,Bankfirst Corp,Banking Services,29.00,2.11%,2.00%,1.00%,$154.338M
BKGM,Bankguam Holding Co,Banking Services,14.50,-0.21%,0.00%,17.00%,$141.056M
BKNIY,Bankinter SA - ADR,Banking Services,5.35,0.00%,11.00%,-8.00%,$4.809B
BKU,BankUnited Inc,Banking Services,40.18,3.54%,13.00%,-5.00%,$3.131B
BWFG,Bankwell Financial Group Inc,Banking Services,33.17,2.64%,9.00%,6.00%,$257.499M
BANI,Banneker Inc,Textiles & Apparel,0.00,-28.57%,-17.00%,-62.00%,$19.176M
BNNR,Banner Acquisition Corp,Holding Companies,9.92,0.10%,1.00%,0.00%,$155.742M
BANR,Banner Corp,Banking Services,62.55,1.90%,11.00%,9.00%,$2.139B
BNNLD,Bannerman Energy Ltd,Uranium,1.43,-5.09%,8.00%,27.00%,$33.525M
BNIX,Bannix Acquisition Corp,Holding Companies,10.02,0.40%,0.00%,0.00%,$94.428M
BYN,Banyan Acquisition Corp,Holding Companies,9.99,-0.05%,0.00%,0.00%,$241.259M
BAOS,Baosheng Media Group Holdings Ltd,Media & Publishing,1.37,6.30%,9.00%,-80.00%,$10.874M
BZUN,Baozun Inc (ADR),Software & IT Services,9.14,-3.45%,-10.00%,-62.00%,$1.787B
BHB,Bar Harbor Bankshares,Banking Services,29.73,1.34%,9.00%,4.00%,$447.109M
BCS,Barclays PLC (ADR),Banking Services,8.45,4.96%,17.00%,-18.00%,$34.210B
BRFH,Barfresh Food Group Inc,Beverages,3.94,-8.92%,-17.00%,0.00%,$50.880M
BBDC,Barings BDC Inc,Collective Investments ,10.29,4.44%,10.00%,-6.00%,$1.124B
MCI,Barings Corporate Investors,Collective Investments ,14.69,0.00%,7.00%,-8.00%,$297.649M
BGH,Barings Global Short Duratin Hgh Yld Fnd,Collective Investments ,14.16,0.00%,10.00%,-16.00%,$284.106M
MPV,Barings Participation Investors,Collective Investments ,12.63,0.50%,4.00%,-10.00%,$120.250M
BARK,Bark Inc,Other Specialty Retailers,2.18,33.75%,54.00%,-76.00%,$384.299M
BNED,Barnes & Noble Education Inc,Other Specialty Retailers,2.85,0.36%,4.00%,-63.00%,$148.331M
B,Barnes Group Inc,"Machinery, Equipment & Components",34.71,1.71%,12.00%,-32.00%,$1.753B
BRN,Barnwell Industries Inc,Oil & Gas,2.79,-1.50%,15.00%,18.00%,$27.780M
BRLL,Barrel Energy Inc,Oil & Gas,0.02,-20.42%,-23.00%,-69.00%,$6.254M
BBSI,Barrett Business Services Inc,Professional & Commercial Services  ,83.36,3.17%,14.00%,6.00%,$590.939M
GOLD,Barrick Gold Corp (USA),Metals & Mining,16.40,8.09%,6.00%,-18.00%,$29.158B
BASA,Basanite Inc,Construction & Engineering,0.12,12.24%,6.00%,-68.00%,$29.707M
BASFY,BASF SE (ADR),Chemicals,11.25,2.68%,13.00%,-43.00%,$51.300B
BSET,Bassett Furniture Industries Inc,Household Goods,20.88,-4.45%,-7.00%,-11.00%,$193.077M
BBWI,Bath & Body Works Inc,Other Specialty Retailers,39.24,-5.01%,36.00%,-39.00%,$8.976B
BATL,Battalion Oil Corp,Oil & Gas,11.12,18.88%,40.00%,-9.00%,$181.679M
BFAC,Battery Future Acquisition Corp,Holding Companies,9.98,0.10%,1.00%,0.00%,$344.310M
BXRX,Baudax Bio Inc,Biotechnology & Medical Research,0.77,-1.69%,-6.00%,-96.00%,$4.921M
BLCO,Bausch + Lomb Corp,Healthcare Equipment & Supplies,16.52,10.05%,5.00%,0.00%,$5.782B
BHC,Bausch Health Companies Inc,Pharmaceuticals,6.20,8.25%,-35.00%,-79.00%,$2.243B
BVNRY,Bavarian Nordic A/S - ADR,Pharmaceuticals,16.11,0.00%,45.00%,4.00%,$3.406B
BAX,Baxter International Inc,Healthcare Equipment & Supplies,59.97,2.96%,-8.00%,-20.00%,$30.202B
BCML,BayCom Corp,Banking Services,19.26,1.05%,-4.00%,7.00%,$261.532M
BAYRY,Bayer AG (ADR),Pharmaceuticals,13.33,-11.00%,-2.00%,-5.00%,$38.942B
BAFN,Bayfirst Financial Corp,Banking Services,19.00,8.52%,9.00%,0.00%,$75.468M
BAYP,Bayport International Holdings Inc,Metals & Mining,0.01,-58.20%,0.00%,-98.00%,$1.894M
BBSEY,BB Seguridade Participacoes SA - ADR,Insurance,5.86,0.00%,20.00%,44.00%,$11.710B
BBQ,BBQ Holdings Inc,Hotels & Entertainment Services,17.12,47.63%,69.00%,31.00%,$184.143M
BBXIA,BBX Capital Inc,Homebuilding & Construction Supplies,9.50,10.22%,20.00%,9.00%,$117.458M
BCBP,BCB Bancorp Inc,Banking Services,19.52,-0.15%,14.00%,25.00%,$331.489M
BCE,BCE Inc,Telecommunications Services,50.32,1.24%,3.00%,-1.00%,$43.558B
BLSA,Bcls Acquisition Corp,Holding Companies,9.95,0.00%,0.00%,1.00%,$147.887M
BDOUY,BDO Unibank Inc - ADR,Banking Services,21.20,0.00%,-9.00%,-5.00%,$9.300B
BESIY,BE Semiconductor Industries NV,Semiconductors & Semiconductor Equipment ,54.75,2.21%,20.00%,-37.00%,$3.482B
BODY,Beachbody Company Inc,Software & IT Services,1.37,-7.19%,9.00%,-83.00%,$233.262M
BECN,Beacon Roofing Supply Inc,Homebuilding & Construction Supplies,59.14,-2.62%,7.00%,14.00%,$3.844B
BEEM,Beam Global,Renewable Energy,15.87,2.97%,23.00%,-47.00%,$159.906M
BEAM,Beam Therapeutics Inc,Biotechnology & Medical Research,66.09,4.32%,17.00%,-38.00%,$4.650B
BRD,Beard Energy Transition Acquisition Corp,Holding Companies,9.96,0.10%,0.00%,0.00%,$229.090M
BBGI,Beasley Broadcast Group Inc,Media & Publishing,1.32,-6.12%,0.00%,-50.00%,$16.805M
SKIN,Beauty Health Co,Personal &Household Products & Services,13.85,-2.03%,10.00%,-32.00%,$2.090B
BZH,Beazer Homes USA Inc,Homebuilding & Construction Supplies,15.68,7.88%,19.00%,-11.00%,$490.392M
BEBE,bebe stores inc,Other Specialty Retailers,7.29,-2.80%,22.00%,36.00%,$82.158M
ENGA,Bebuzee Inc,Holding Companies,0.28,40.35%,24.00%,409.00%,$6.462M
BDX,Becton Dickinson and Co,Healthcare Equipment & Supplies,259.40,5.56%,8.00%,5.00%,$73.980B
BBBY,Bed Bath & Beyond Inc,Other Specialty Retailers,10.63,73.15%,122.00%,-64.00%,$849.954M
BGNE,Beigene Ltd (ADR),Biotechnology & Medical Research,196.64,12.76%,9.00%,-34.00%,$20.346B
BELFA,Bel Fuse Inc,Electronic Equipment & Parts,29.37,-1.54%,23.00%,76.00%,$62.911M
BDC,Belden Inc,Communications & Networking,68.12,0.67%,14.00%,22.00%,$2.965B
BLTE,Belite Bio Inc (ADR),Biotechnology & Medical Research,30.77,-2.63%,-33.00%,0.00%,$741.403M
BLPH,Bellerophon Therapeutics Inc,Biotechnology & Medical Research,1.39,-11.11%,-2.00%,-68.00%,$13.268M
BLCM,Bellicum Pharmaceuticals Inc,Biotechnology & Medical Research,1.42,0.63%,21.00%,-55.00%,$12.226M
BRBR,Bellring Brands Inc,Food & Tobacco,24.28,-2.28%,6.00%,0.00%,$944.201M
BLU^C11,BELLUS Health Inc,Biotechnology & Medical Research,11.35,17.72%,33.00%,249.00%,$615.159M
BLNG,Belong Acquisition Corp,Holding Companies,9.86,0.00%,0.00%,0.00%,$153.323M
OZ,Belpointe Prep LLC,Investment Banking & Investment Services,99.57,-0.35%,3.00%,0.00%,$336.746M
BMBN,Benchmark Bankshares Inc,Banking Services,20.25,0.55%,-12.00%,-16.00%,$120.245M
BHE,Benchmark Electronics Inc,Semiconductors & Semiconductor Equipment ,27.20,1.97%,18.00%,4.00%,$956.352M
BMRK,Benchmark Energy Corp,Professional & Commercial Services  ,0.05,0.00%,25.00%,-70.00%,$1.067M
BNFT,Benefitfocus Inc,Software & IT Services,7.82,-3.13%,4.00%,-34.00%,$267.733M
BENE,Benessere Capital Acquisition Corp,Holding Companies,10.36,0.00%,0.00%,4.00%,$111.090M
BNTC,Benitec Biopharma Inc,Biotechnology & Medical Research,0.87,-1.40%,-22.00%,-80.00%,$7.075M
BHIL,Benson Hill Inc,Food & Tobacco,3.71,7.29%,27.00%,-64.00%,$762.999M
BSY,Bentley Systems Inc,Software & IT Services,40.50,2.54%,26.00%,-35.00%,$11.209B
BACA,Berenson Acquisition Corp I,Holding Companies,9.84,0.10%,1.00%,0.00%,$270.698M
BLI,Berkeley Lights Inc,Healthcare Equipment & Supplies,4.76,0.00%,11.00%,-87.00%,$325.032M
BERK,Berkshire Bancorp Inc,Banking Services,10.60,0.00%,0.00%,-2.00%,$152.810M
BGRY,Berkshire Grey Inc,"Machinery, Equipment & Components",2.18,19.48%,80.00%,-70.00%,$494.832M
BRK/A,Berkshire Hathaway Inc,Consumer Goods Conglomerates,"445,302.00",-0.15%,6.00%,2.00%,$267.181B
BHLB,Berkshire Hills Bancorp Inc,Banking Services,29.60,1.80%,19.00%,9.00%,$1.401B
BRY,Berry Corporation (Bry),Oil & Gas,9.64,5.01%,30.00%,69.00%,$759.246M
BERY,Berry Global Group Inc,Containers & Packaging,58.77,8.49%,12.00%,-10.00%,$7.352B
BSPK,Bespoke Extracts Inc,Pharmaceuticals,0.01,19.15%,-30.00%,-1.00%,$4.816M
BBY,Best Buy Co Inc,Other Specialty Retailers,80.42,3.73%,8.00%,-31.00%,$18.108B
BEST,BEST Inc (ADR),Freight & Logistics Services,1.50,12.98%,14.00%,-72.00%,$371.607M
BTTR,Better Choice Company Inc,Food & Tobacco,2.45,-0.43%,21.00%,-38.00%,$71.944M
BFYW,Better for You Wellness Inc,Other Specialty Retailers,0.03,32.53%,-20.00%,-87.00%,$2.942M
BTTX,Better Therapeutics Inc,Biotechnology & Medical Research,1.79,-16.36%,8.00%,-82.00%,$42.262M
BWAC,Better World Acquisition Corp,Holding Companies,10.39,0.19%,0.00%,4.00%,$109.292M
BWMX,Betterware de Mexico SAPI de CV,Diversified Retail,10.58,7.55%,18.00%,-73.00%,$387.069M
XAIR,Beyond Air Inc,Healthcare Equipment & Supplies,10.04,6.40%,7.00%,25.00%,$300.076M
BYOC,Beyond Commerce Inc,Software & IT Services,0.00,50.00%,0.00%,-75.00%,$4.632M
BYND,Beyond Meat Inc,Food & Tobacco,36.66,8.49%,23.00%,-70.00%,$2.329B
BYSI,Beyondspring Inc,Biotechnology & Medical Research,1.52,5.76%,-7.00%,-94.00%,$59.496M
BGCP,BGC Partners Inc,Investment Banking & Investment Services,4.08,3.78%,17.00%,-27.00%,$1.336B
BGSF,BGSF Inc,Professional & Commercial Services  ,13.02,1.32%,9.00%,-5.00%,$136.476M
BHP,BHP Group Ltd (ADR),Metals & Mining,55.35,3.15%,11.00%,-21.00%,$38.690B
BCYC,Bicycle Therapeutics PLC (ADR),Biotechnology & Medical Research,25.91,24.63%,36.00%,-2.00%,$112.268M
BDVSY,Bidvest Group Ltd - ADR,Consumer Goods Conglomerates,27.54,0.00%,9.00%,1.00%,$4.686B
BGFV,Big 5 Sporting Goods Corp,Other Specialty Retailers,12.63,1.48%,4.00%,-48.00%,$280.083M
BIG,Big Lots Inc,Diversified Retail,23.15,6.60%,1.00%,-61.00%,$669.429M
BRBMF,Big Rock Brewery Inc (USA),Beverages,1.92,11.48%,0.00%,-58.00%,$13.404M
BSKY,Big Sky Growth Partners Inc,Holding Companies,9.78,-0.20%,0.00%,0.00%,$293.400M
BBAI,BigBear.ai Holdings Inc,Software & IT Services,1.93,-16.67%,-45.00%,0.00%,$243.688M
BIGC,Bigcommerce Holdings Inc,Software & IT Services,20.00,13.51%,20.00%,-67.00%,$1.468B
BH/A,Biglari Holdings Inc,Hotels & Entertainment Services,650.00,8.57%,7.00%,-31.00%,$134.550M
TWCB,Bilander Acquisition Corp,Holding Companies,9.72,0.10%,0.00%,0.00%,$163.801M
,BILFINGER SE SHS,Construction & Engineering,30.12,-1.06%,0.00%,0.00%,$1.236B
BILI,Bilibili Inc - ADR,Software & IT Services,25.21,-0.53%,5.00%,-70.00%,$7.579B
BILL,Bill.com Holdings Inc,Software & IT Services,150.57,13.32%,33.00%,-22.00%,$15.700B
BIMI,Bimi International Medical Inc,Pharmaceuticals,0.51,-8.94%,-10.00%,-89.00%,$5.252M
BMNM,Bimini Capital Management Inc,Banking Services,1.41,-10.83%,-15.00%,-25.00%,$14.784M
BPTH,Bio Path Holdings Inc,Biotechnology & Medical Research,4.14,10.58%,-1.00%,-40.00%,$29.642M
BIO,Bio Rad Laboratories Inc,Healthcare Equipment & Supplies,549.12,-0.01%,11.00%,-30.00%,$13.527B
BKYI,BIO-Key International Inc,Electronic Equipment & Parts,2.17,2.50%,22.00%,-36.00%,$18.264M
